Timestamp,	Gyro_x,	Gyro_y,	Gyro_z,	Acc_x,	Acc_y,	Acc_z,	Orie_x,	Orie_y,	Orie_z,	Orie_w,	Temp_C
15:31:05.77,	0.020,	-0.017,	0.488,	-0.050,	0.400,	-1.300,	-0.031,	0.039,	-0.996,	-0.071,	7.00
15:31:05.82,	0.016,	-0.027,	0.489,	-0.050,	0.410,	-1.330,	-0.031,	0.038,	-0.997,	-0.061,	7.00
15:31:05.87,	0.004,	-0.024,	0.493,	-0.060,	0.410,	-1.370,	-0.032,	0.037,	-0.998,	-0.050,	7.00
15:31:05.91,	0.017,	-0.011,	0.492,	-0.060,	0.410,	-1.350,	-0.031,	0.037,	-0.998,	-0.040,	7.00
15:31:05.96,	0.034,	0.014,	0.489,	-0.040,	0.380,	-1.310,	-0.031,	0.035,	-0.998,	-0.029,	7.00
15:31:06.00,	0.028,	0.020,	0.490,	0.000,	0.360,	-1.290,	-0.030,	0.034,	-0.999,	-0.017,	7.00
15:31:06.05,	0.021,	0.012,	0.494,	0.020,	0.340,	-1.290,	-0.030,	0.033,	-0.999,	-0.008,	7.00
15:31:06.10,	0.030,	0.006,	0.492,	0.000,	0.350,	-1.360,	-0.030,	0.032,	-0.999,	0.004,	7.00
15:31:06.14,	0.041,	0.003,	0.490,	0.010,	0.310,	-1.380,	-0.030,	0.031,	-0.999,	0.013,	7.00
15:31:06.19,	0.032,	0.010,	0.491,	0.020,	0.300,	-1.460,	-0.030,	0.030,	-0.999,	0.025,	7.00
15:31:06.23,	0.032,	0.009,	0.494,	0.010,	0.290,	-1.480,	-0.029,	0.029,	-0.998,	0.036,	7.00
15:31:06.28,	0.046,	0.028,	0.491,	0.020,	0.280,	-1.490,	-0.029,	0.028,	-0.998,	0.046,	7.00
15:31:06.32,	0.056,	0.044,	0.487,	0.050,	0.250,	-1.500,	-0.028,	0.027,	-0.998,	0.057,	7.00
15:31:06.37,	0.042,	0.054,	0.493,	0.090,	0.220,	-1.470,	-0.027,	0.026,	-0.997,	0.067,	7.00
15:31:06.42,	0.028,	0.052,	0.498,	0.120,	0.250,	-1.470,	-0.026,	0.025,	-0.996,	0.076,	7.00
15:31:06.46,	0.037,	0.039,	0.494,	0.140,	0.260,	-1.510,	-0.025,	0.024,	-0.996,	0.088,	7.00
15:31:06.50,	0.060,	0.030,	0.486,	0.140,	0.180,	-1.560,	-0.025,	0.023,	-0.995,	0.097,	7.00
15:31:06.55,	0.060,	0.031,	0.490,	0.130,	0.160,	-1.580,	-0.024,	0.022,	-0.994,	0.104,	7.00
15:31:06.59,	0.042,	0.042,	0.492,	0.150,	0.150,	-1.610,	-0.023,	0.021,	-0.993,	0.112,	7.00
15:31:06.64,	0.040,	0.057,	0.494,	0.170,	0.150,	-1.620,	-0.022,	0.020,	-0.992,	0.122,	7.00
15:31:06.69,	0.062,	0.068,	0.491,	0.200,	0.140,	-1.590,	-0.021,	0.019,	-0.991,	0.128,	7.00
15:31:06.73,	0.076,	0.060,	0.488,	0.230,	0.080,	-1.490,	-0.020,	0.018,	-0.990,	0.137,	7.00
15:31:06.78,	0.059,	0.049,	0.491,	0.260,	0.070,	-1.490,	-0.020,	0.016,	-0.989,	0.147,	7.00
15:31:06.82,	0.049,	0.040,	0.494,	0.250,	0.050,	-1.460,	-0.019,	0.016,	-0.987,	0.156,	7.00
15:31:06.87,	0.061,	0.039,	0.492,	0.250,	0.070,	-1.460,	-0.019,	0.014,	-0.986,	0.165,	7.00
15:31:06.92,	0.086,	0.043,	0.486,	0.260,	0.000,	-1.480,	-0.018,	0.013,	-0.985,	0.172,	7.00
15:31:06.96,	0.081,	0.041,	0.489,	0.260,	-0.020,	-1.500,	-0.018,	0.012,	-0.983,	0.181,	7.00
15:31:07.01,	0.068,	0.044,	0.491,	0.260,	-0.040,	-1.480,	-0.018,	0.011,	-0.982,	0.185,	7.00
15:31:07.05,	0.070,	0.048,	0.492,	0.290,	-0.040,	-1.430,	-0.017,	0.010,	-0.981,	0.195,	7.00
15:31:07.10,	0.092,	0.047,	0.487,	0.300,	-0.040,	-1.370,	-0.017,	0.008,	-0.979,	0.203,	7.00
15:31:07.14,	0.101,	0.036,	0.483,	0.320,	-0.100,	-1.280,	-0.016,	0.006,	-0.977,	0.211,	7.00
15:31:07.19,	0.101,	0.019,	0.482,	0.300,	-0.130,	-1.240,	-0.016,	0.005,	-0.976,	0.217,	7.00
15:31:07.23,	0.097,	0.006,	0.488,	0.290,	-0.150,	-1.180,	-0.017,	0.003,	-0.974,	0.228,	7.00
15:31:07.28,	0.102,	-0.001,	0.483,	0.270,	-0.180,	-1.180,	-0.017,	0.002,	-0.971,	0.237,	7.00
15:31:07.32,	0.120,	-0.001,	0.479,	0.270,	-0.190,	-1.140,	-0.018,	0.000,	-0.970,	0.243,	7.00
15:31:07.37,	0.137,	0.001,	0.474,	0.260,	-0.230,	-1.080,	-0.018,	-0.002,	-0.967,	0.254,	7.00
15:31:07.41,	0.134,	-0.002,	0.477,	0.250,	-0.280,	-1.070,	-0.018,	-0.004,	-0.965,	0.261,	7.00
15:31:07.46,	0.137,	-0.020,	0.473,	0.240,	-0.290,	-0.980,	-0.019,	-0.006,	-0.962,	0.271,	7.00
15:31:07.50,	0.158,	-0.048,	0.470,	0.200,	-0.320,	-0.930,	-0.021,	-0.009,	-0.959,	0.282,	7.00
15:31:07.55,	0.171,	-0.067,	0.464,	0.140,	-0.370,	-0.840,	-0.022,	-0.011,	-0.957,	0.290,	7.00
15:31:07.60,	0.166,	-0.079,	0.466,	0.100,	-0.420,	-0.770,	-0.024,	-0.014,	-0.954,	0.300,	7.00
15:31:07.65,	0.160,	-0.083,	0.468,	0.040,	-0.410,	-0.760,	-0.026,	-0.016,	-0.950,	0.310,	7.00
15:31:07.70,	0.180,	-0.081,	0.461,	0.010,	-0.450,	-0.690,	-0.028,	-0.018,	-0.946,	0.321,	7.00
15:31:07.74,	0.197,	-0.087,	0.454,	-0.010,	-0.480,	-0.660,	-0.029,	-0.021,	-0.944,	0.329,	7.00
15:31:07.79,	0.200,	-0.111,	0.452,	-0.040,	-0.530,	-0.610,	-0.031,	-0.023,	-0.940,	0.340,	7.00
15:31:07.83,	0.204,	-0.142,	0.451,	-0.080,	-0.550,	-0.570,	-0.033,	-0.026,	-0.936,	0.350,	7.00
15:31:07.88,	0.210,	-0.167,	0.447,	-0.160,	-0.550,	-0.520,	-0.035,	-0.028,	-0.933,	0.358,	7.00
15:31:07.93,	0.203,	-0.166,	0.448,	-0.250,	-0.580,	-0.400,	-0.038,	-0.030,	-0.929,	0.368,	7.00
15:31:07.98,	0.197,	-0.164,	0.450,	-0.270,	-0.580,	-0.320,	-0.040,	-0.032,	-0.925,	0.376,	7.00
15:31:08.03,	0.213,	-0.173,	0.440,	-0.300,	-0.570,	-0.290,	-0.042,	-0.034,	-0.921,	0.386,	7.00
15:31:08.07,	0.234,	-0.182,	0.437,	-0.370,	-0.620,	-0.220,	-0.043,	-0.037,	-0.916,	0.397,	7.00
15:31:08.11,	0.228,	-0.200,	0.437,	-0.410,	-0.650,	-0.160,	-0.045,	-0.038,	-0.913,	0.405,	7.00
15:31:08.16,	0.211,	-0.219,	0.439,	-0.470,	-0.620,	-0.090,	-0.047,	-0.040,	-0.907,	0.416,	7.00
15:31:08.21,	0.218,	-0.230,	0.436,	-0.530,	-0.620,	-0.060,	-0.049,	-0.042,	-0.902,	0.426,	7.00
15:31:08.26,	0.232,	-0.237,	0.432,	-0.570,	-0.640,	0.010,	-0.051,	-0.044,	-0.897,	0.436,	7.00
15:31:08.30,	0.213,	-0.240,	0.436,	-0.600,	-0.650,	0.090,	-0.052,	-0.045,	-0.891,	0.448,	7.00
15:31:08.39,	0.209,	-0.249,	0.436,	-0.670,	-0.590,	0.230,	-0.055,	-0.047,	-0.879,	0.471,	7.00
15:31:08.44,	0.226,	-0.247,	0.431,	-0.680,	-0.620,	0.290,	-0.055,	-0.049,	-0.873,	0.483,	7.00
15:31:08.48,	0.210,	-0.247,	0.432,	-0.690,	-0.620,	0.300,	-0.056,	-0.049,	-0.868,	0.490,	7.00
15:31:08.53,	0.191,	-0.260,	0.440,	-0.720,	-0.610,	0.330,	-0.057,	-0.050,	-0.862,	0.501,	7.00
15:31:08.58,	0.184,	-0.269,	0.441,	-0.740,	-0.560,	0.340,	-0.058,	-0.050,	-0.854,	0.514,	7.00
15:31:08.63,	0.184,	-0.271,	0.440,	-0.770,	-0.540,	0.420,	-0.059,	-0.051,	-0.846,	0.527,	7.00
15:31:08.67,	0.180,	-0.261,	0.442,	-0.810,	-0.520,	0.450,	-0.059,	-0.052,	-0.837,	0.541,	7.00
15:31:08.72,	0.167,	-0.247,	0.447,	-0.790,	-0.500,	0.510,	-0.059,	-0.052,	-0.830,	0.552,	7.00
15:31:08.77,	0.161,	-0.232,	0.451,	-0.800,	-0.480,	0.560,	-0.059,	-0.052,	-0.821,	0.565,	7.00
15:31:08.81,	0.154,	-0.238,	0.451,	-0.780,	-0.440,	0.560,	-0.059,	-0.052,	-0.812,	0.578,	7.00
15:31:08.86,	0.139,	-0.256,	0.456,	-0.790,	-0.450,	0.570,	-0.059,	-0.052,	-0.803,	0.591,	7.00
15:31:08.91,	0.117,	-0.246,	0.462,	-0.820,	-0.410,	0.550,	-0.060,	-0.052,	-0.793,	0.604,	7.00
15:31:08.95,	0.104,	-0.234,	0.468,	-0.810,	-0.380,	0.510,	-0.060,	-0.052,	-0.784,	0.615,	7.00
15:31:09.00,	0.103,	-0.209,	0.470,	-0.810,	-0.320,	0.560,	-0.060,	-0.051,	-0.773,	0.629,	7.00
15:31:09.04,	0.104,	-0.193,	0.471,	-0.800,	-0.330,	0.600,	-0.059,	-0.051,	-0.762,	0.643,	7.00
15:31:09.09,	0.087,	-0.188,	0.476,	-0.770,	-0.310,	0.620,	-0.059,	-0.050,	-0.756,	0.650,	7.00
15:31:09.14,	0.064,	-0.191,	0.483,	-0.740,	-0.250,	0.630,	-0.059,	-0.049,	-0.744,	0.664,	7.00
15:31:09.18,	0.057,	-0.194,	0.487,	-0.750,	-0.220,	0.620,	-0.059,	-0.049,	-0.732,	0.677,	7.00
15:31:09.23,	0.052,	-0.173,	0.486,	-0.760,	-0.200,	0.600,	-0.059,	-0.049,	-0.719,	0.691,	7.00
15:31:09.28,	0.029,	-0.158,	0.493,	-0.740,	-0.160,	0.560,	-0.058,	-0.048,	-0.706,	0.704,	7.00
15:31:09.33,	0.016,	-0.144,	0.501,	-0.710,	-0.100,	0.540,	-0.058,	-0.047,	-0.692,	0.718,	7.00
15:31:09.37,	0.019,	-0.133,	0.502,	-0.670,	-0.080,	0.560,	-0.058,	-0.046,	-0.677,	0.733,	7.00
15:31:09.42,	0.021,	-0.121,	0.499,	-0.680,	-0.050,	0.570,	-0.057,	-0.046,	-0.663,	0.745,	7.00
15:31:09.47,	-0.007,	-0.118,	0.507,	-0.670,	-0.030,	0.570,	-0.057,	-0.045,	-0.648,	0.758,	7.00
15:31:09.51,	-0.023,	-0.113,	0.511,	-0.640,	0.010,	0.600,	-0.057,	-0.044,	-0.633,	0.771,	7.00
15:31:09.56,	-0.026,	-0.104,	0.514,	-0.590,	0.040,	0.610,	-0.057,	-0.043,	-0.618,	0.783,	7.00
15:31:09.60,	-0.028,	-0.099,	0.514,	-0.590,	0.100,	0.570,	-0.057,	-0.043,	-0.604,	0.794,	7.00
15:31:09.65,	-0.033,	-0.088,	0.516,	-0.590,	0.120,	0.540,	-0.057,	-0.042,	-0.588,	0.806,	7.00
15:31:09.69,	-0.034,	-0.072,	0.514,	-0.570,	0.150,	0.510,	-0.057,	-0.041,	-0.573,	0.817,	7.00
15:31:09.74,	-0.039,	-0.060,	0.519,	-0.550,	0.170,	0.500,	-0.057,	-0.040,	-0.565,	0.822,	7.00
15:31:09.79,	-0.049,	-0.059,	0.519,	-0.520,	0.190,	0.500,	-0.057,	-0.039,	-0.548,	0.834,	7.00
15:31:09.84,	-0.058,	-0.066,	0.519,	-0.490,	0.240,	0.540,	-0.057,	-0.038,	-0.532,	0.844,	7.00
15:31:09.89,	-0.061,	-0.064,	0.522,	-0.450,	0.280,	0.550,	-0.058,	-0.037,	-0.515,	0.854,	7.00
15:31:09.94,	-0.066,	-0.054,	0.523,	-0.440,	0.310,	0.570,	-0.058,	-0.036,	-0.498,	0.864,	7.00
15:31:09.98,	-0.063,	-0.042,	0.523,	-0.400,	0.380,	0.520,	-0.057,	-0.035,	-0.483,	0.873,	7.00
15:31:10.03,	-0.050,	-0.029,	0.519,	-0.370,	0.350,	0.510,	-0.057,	-0.034,	-0.467,	0.882,	7.00
15:31:10.08,	-0.054,	-0.023,	0.518,	-0.340,	0.380,	0.480,	-0.056,	-0.033,	-0.452,	0.890,	7.00
15:31:10.12,	-0.068,	-0.033,	0.519,	-0.290,	0.390,	0.490,	-0.056,	-0.033,	-0.434,	0.898,	7.00
15:31:10.18,	-0.067,	-0.031,	0.518,	-0.250,	0.460,	0.500,	-0.056,	-0.032,	-0.417,	0.907,	7.00
15:31:10.22,	-0.060,	-0.020,	0.512,	-0.260,	0.440,	0.490,	-0.055,	-0.031,	-0.399,	0.915,	7.00
15:31:10.27,	-0.062,	-0.013,	0.514,	-0.210,	0.470,	0.530,	-0.055,	-0.030,	-0.386,	0.920,	7.00
15:31:10.32,	-0.056,	-0.008,	0.511,	-0.160,	0.500,	0.500,	-0.054,	-0.030,	-0.370,	0.927,	7.00
15:31:10.37,	-0.042,	-0.007,	0.502,	-0.160,	0.470,	0.510,	-0.053,	-0.029,	-0.354,	0.933,	7.00
15:31:10.41,	-0.043,	-0.009,	0.504,	-0.110,	0.470,	0.460,	-0.052,	-0.028,	-0.341,	0.938,	7.00
15:31:10.46,	-0.048,	-0.008,	0.503,	-0.090,	0.470,	0.460,	-0.051,	-0.028,	-0.326,	0.944,	7.00
15:31:10.50,	-0.050,	-0.007,	0.500,	-0.070,	0.490,	0.420,	-0.050,	-0.027,	-0.309,	0.949,	7.00
15:31:10.55,	-0.043,	-0.003,	0.498,	-0.050,	0.490,	0.400,	-0.049,	-0.027,	-0.300,	0.952,	7.00
15:31:10.60,	-0.037,	-0.001,	0.491,	-0.040,	0.490,	0.400,	-0.048,	-0.026,	-0.285,	0.957,	7.00
15:31:10.64,	-0.023,	0.001,	0.489,	-0.020,	0.470,	0.400,	-0.047,	-0.026,	-0.271,	0.961,	7.00
15:31:10.69,	-0.013,	0.002,	0.486,	-0.010,	0.450,	0.330,	-0.046,	-0.026,	-0.256,	0.965,	7.00
15:31:10.73,	-0.014,	0.008,	0.482,	0.000,	0.430,	0.280,	-0.045,	-0.026,	-0.242,	0.969,	7.00
15:31:10.78,	-0.012,	0.011,	0.480,	0.030,	0.430,	0.240,	-0.044,	-0.026,	-0.230,	0.972,	7.00
15:31:10.82,	-0.008,	0.009,	0.480,	0.050,	0.410,	0.220,	-0.043,	-0.026,	-0.216,	0.975,	7.00
15:31:10.87,	-0.003,	0.011,	0.474,	0.050,	0.410,	0.150,	-0.042,	-0.026,	-0.204,	0.978,	7.00
15:31:10.92,	0.000,	0.013,	0.472,	0.060,	0.420,	0.130,	-0.040,	-0.026,	-0.191,	0.980,	7.00
15:31:10.96,	0.020,	0.018,	0.466,	0.070,	0.390,	0.090,	-0.039,	-0.026,	-0.180,	0.982,	7.00
15:31:11.01,	0.039,	0.020,	0.459,	0.100,	0.340,	0.050,	-0.037,	-0.026,	-0.168,	0.985,	7.00
15:31:11.05,	0.041,	0.021,	0.458,	0.110,	0.330,	0.000,	-0.035,	-0.026,	-0.156,	0.987,	7.00
15:31:11.10,	0.034,	0.022,	0.456,	0.120,	0.290,	-0.070,	-0.034,	-0.025,	-0.148,	0.988,	7.00
15:31:11.15,	0.040,	0.021,	0.456,	0.130,	0.300,	-0.140,	-0.033,	-0.025,	-0.135,	0.990,	7.00
15:31:11.19,	0.052,	0.024,	0.450,	0.120,	0.250,	-0.260,	-0.031,	-0.025,	-0.126,	0.991,	7.00
15:31:11.24,	0.057,	0.028,	0.444,	0.130,	0.230,	-0.340,	-0.030,	-0.025,	-0.113,	0.993,	7.00
15:31:11.29,	0.068,	0.027,	0.444,	0.130,	0.220,	-0.430,	-0.028,	-0.024,	-0.102,	0.994,	7.00
15:31:11.33,	0.087,	0.021,	0.439,	0.150,	0.180,	-0.520,	-0.026,	-0.024,	-0.092,	0.995,	7.00
15:31:11.38,	0.089,	0.014,	0.436,	0.130,	0.130,	-0.590,	-0.024,	-0.024,	-0.081,	0.996,	7.00
15:31:11.42,	0.082,	0.016,	0.434,	0.140,	0.140,	-0.630,	-0.022,	-0.024,	-0.072,	0.997,	7.00
15:31:11.47,	0.086,	0.020,	0.434,	0.130,	0.070,	-0.740,	-0.020,	-0.024,	-0.060,	0.998,	7.00
15:31:11.51,	0.093,	0.026,	0.431,	0.150,	0.030,	-0.820,	-0.018,	-0.024,	-0.050,	0.998,	7.00
15:31:11.56,	0.100,	0.023,	0.428,	0.160,	0.010,	-0.940,	-0.016,	-0.023,	-0.040,	0.999,	7.00
15:31:11.61,	0.109,	0.013,	0.423,	0.140,	-0.030,	-1.050,	-0.014,	-0.023,	-0.030,	0.999,	7.00
15:31:11.66,	0.126,	0.007,	0.417,	0.130,	-0.070,	-1.150,	-0.011,	-0.024,	-0.019,	0.999,	7.00
15:31:11.70,	0.126,	0.010,	0.416,	0.100,	-0.120,	-1.290,	-0.009,	-0.024,	-0.011,	1.000,	7.00
15:31:11.75,	0.126,	0.021,	0.416,	0.110,	-0.160,	-1.380,	-0.007,	-0.024,	-0.001,	1.000,	7.00
15:31:11.80,	0.128,	0.011,	0.416,	0.100,	-0.190,	-1.490,	-0.005,	-0.024,	0.007,	1.000,	7.00
15:31:11.85,	0.117,	-0.014,	0.414,	0.080,	-0.220,	-1.550,	-0.004,	-0.025,	0.017,	1.000,	7.00
15:31:11.89,	0.107,	-0.026,	0.418,	0.040,	-0.210,	-1.670,	-0.002,	-0.026,	0.028,	0.999,	7.00
15:31:11.93,	0.119,	-0.006,	0.411,	0.020,	-0.230,	-1.700,	-0.001,	-0.027,	0.036,	0.999,	7.00
15:31:11.98,	0.150,	0.013,	0.401,	0.020,	-0.300,	-1.730,	0.001,	-0.027,	0.046,	0.999,	7.00
15:31:12.03,	0.153,	0.012,	0.401,	0.050,	-0.360,	-1.790,	0.003,	-0.027,	0.053,	0.998,	7.00
15:31:12.07,	0.136,	-0.010,	0.404,	0.000,	-0.370,	-1.840,	0.004,	-0.028,	0.062,	0.998,	7.00
15:31:12.12,	0.124,	-0.033,	0.404,	-0.030,	-0.380,	-1.930,	0.005,	-0.029,	0.069,	0.997,	7.00
15:31:12.16,	0.133,	-0.032,	0.401,	-0.060,	-0.390,	-1.990,	0.006,	-0.030,	0.078,	0.997,	7.00
15:31:12.21,	0.129,	-0.018,	0.403,	-0.090,	-0.410,	-2.050,	0.006,	-0.030,	0.086,	0.996,	7.00
15:31:12.25,	0.113,	-0.012,	0.406,	-0.100,	-0.390,	-2.010,	0.007,	-0.030,	0.092,	0.995,	7.00
15:31:12.30,	0.120,	-0.004,	0.399,	-0.090,	-0.390,	-2.050,	0.007,	-0.031,	0.099,	0.995,	7.00
15:31:12.35,	0.152,	-0.018,	0.391,	-0.070,	-0.400,	-1.990,	0.009,	-0.031,	0.107,	0.994,	7.00
15:31:12.40,	0.159,	-0.030,	0.386,	-0.110,	-0.460,	-1.980,	0.010,	-0.032,	0.115,	0.993,	7.00
15:31:12.44,	0.140,	-0.031,	0.388,	-0.140,	-0.460,	-1.980,	0.011,	-0.032,	0.123,	0.992,	7.00
15:31:12.49,	0.129,	-0.023,	0.390,	-0.160,	-0.450,	-2.020,	0.011,	-0.033,	0.129,	0.991,	7.00
15:31:12.53,	0.129,	-0.020,	0.386,	-0.150,	-0.450,	-1.990,	0.012,	-0.033,	0.135,	0.990,	7.00
15:31:12.58,	0.127,	-0.022,	0.387,	-0.170,	-0.460,	-1.970,	0.012,	-0.033,	0.140,	0.990,	7.00
15:31:12.62,	0.117,	-0.022,	0.387,	-0.160,	-0.460,	-1.880,	0.012,	-0.034,	0.146,	0.989,	7.00
15:31:12.67,	0.121,	-0.036,	0.384,	-0.160,	-0.430,	-1.750,	0.013,	-0.034,	0.151,	0.988,	7.00
15:31:12.72,	0.139,	-0.046,	0.379,	-0.180,	-0.460,	-1.650,	0.014,	-0.035,	0.157,	0.987,	7.00
15:31:12.76,	0.144,	-0.050,	0.377,	-0.190,	-0.500,	-1.610,	0.015,	-0.036,	0.163,	0.986,	7.00
15:31:12.81,	0.134,	-0.038,	0.378,	-0.200,	-0.500,	-1.570,	0.015,	-0.036,	0.169,	0.985,	7.00
15:31:12.85,	0.117,	-0.038,	0.380,	-0.200,	-0.480,	-1.600,	0.015,	-0.037,	0.175,	0.984,	7.00
15:31:12.93,	0.103,	-0.044,	0.381,	-0.230,	-0.470,	-1.600,	0.015,	-0.038,	0.182,	0.983,	7.00
15:31:12.97,	0.110,	-0.053,	0.374,	-0.260,	-0.470,	-1.500,	0.016,	-0.039,	0.187,	0.982,	7.00
15:31:13.01,	0.116,	-0.053,	0.374,	-0.270,	-0.480,	-1.460,	0.016,	-0.039,	0.194,	0.980,	7.00
15:31:13.07,	0.101,	-0.053,	0.376,	-0.240,	-0.470,	-1.290,	0.016,	-0.040,	0.199,	0.979,	7.00
15:31:13.12,	0.097,	-0.060,	0.373,	-0.250,	-0.450,	-1.210,	0.016,	-0.041,	0.204,	0.978,	7.00
15:31:13.16,	0.101,	-0.077,	0.370,	-0.290,	-0.440,	-1.240,	0.017,	-0.042,	0.211,	0.976,	7.00
15:31:13.21,	0.094,	-0.081,	0.370,	-0.300,	-0.470,	-1.280,	0.017,	-0.043,	0.214,	0.976,	7.00
15:31:13.25,	0.068,	-0.069,	0.376,	-0.340,	-0.450,	-1.340,	0.016,	-0.044,	0.221,	0.974,	7.00
15:31:13.29,	0.057,	-0.054,	0.379,	-0.330,	-0.390,	-1.350,	0.016,	-0.044,	0.225,	0.973,	7.00
15:31:13.34,	0.072,	-0.052,	0.373,	-0.320,	-0.370,	-1.340,	0.016,	-0.045,	0.232,	0.972,	7.00
15:31:13.39,	0.088,	-0.069,	0.366,	-0.340,	-0.390,	-1.310,	0.016,	-0.046,	0.235,	0.971,	7.00
15:31:13.43,	0.077,	-0.091,	0.368,	-0.370,	-0.390,	-1.220,	0.016,	-0.047,	0.240,	0.969,	7.00
15:31:13.48,	0.059,	-0.097,	0.370,	-0.410,	-0.350,	-1.200,	0.015,	-0.048,	0.245,	0.968,	7.00
15:31:13.52,	0.059,	-0.089,	0.368,	-0.410,	-0.310,	-1.150,	0.015,	-0.049,	0.249,	0.967,	7.00
15:31:13.57,	0.066,	-0.073,	0.366,	-0.420,	-0.320,	-1.170,	0.014,	-0.049,	0.254,	0.966,	7.00
15:31:13.62,	0.056,	-0.063,	0.366,	-0.420,	-0.320,	-1.190,	0.014,	-0.050,	0.261,	0.964,	7.00
15:31:13.67,	0.049,	-0.068,	0.368,	-0.410,	-0.290,	-1.240,	0.013,	-0.050,	0.267,	0.962,	7.00
15:31:13.71,	0.059,	-0.080,	0.363,	-0.430,	-0.250,	-1.290,	0.013,	-0.051,	0.271,	0.961,	7.00
15:31:13.76,	0.078,	-0.091,	0.354,	-0.460,	-0.260,	-1.270,	0.013,	-0.051,	0.277,	0.960,	7.00
15:31:13.80,	0.081,	-0.088,	0.353,	-0.450,	-0.260,	-1.250,	0.013,	-0.052,	0.282,	0.958,	7.00
15:31:13.85,	0.076,	-0.086,	0.356,	-0.470,	-0.250,	-1.200,	0.013,	-0.052,	0.286,	0.957,	7.00
15:31:13.89,	0.073,	-0.079,	0.352,	-0.480,	-0.230,	-1.120,	0.013,	-0.052,	0.292,	0.955,	7.00
15:31:13.94,	0.077,	-0.076,	0.350,	-0.460,	-0.230,	-1.090,	0.014,	-0.053,	0.295,	0.954,	7.00
15:31:13.99,	0.086,	-0.070,	0.347,	-0.460,	-0.270,	-1.070,	0.014,	-0.053,	0.300,	0.952,	7.00
15:31:14.03,	0.096,	-0.071,	0.343,	-0.460,	-0.230,	-1.060,	0.014,	-0.052,	0.307,	0.950,	7.00
15:31:14.08,	0.114,	-0.072,	0.339,	-0.460,	-0.250,	-1.060,	0.015,	-0.052,	0.310,	0.949,	7.00
15:31:14.13,	0.127,	-0.077,	0.330,	-0.470,	-0.270,	-1.020,	0.016,	-0.052,	0.315,	0.947,	7.00
15:31:14.17,	0.133,	-0.080,	0.329,	-0.450,	-0.310,	-0.950,	0.018,	-0.052,	0.320,	0.946,	7.00
15:31:14.22,	0.142,	-0.084,	0.326,	-0.470,	-0.320,	-0.960,	0.019,	-0.052,	0.326,	0.944,	7.00
15:31:14.27,	0.140,	-0.080,	0.323,	-0.480,	-0.340,	-0.890,	0.020,	-0.052,	0.332,	0.942,	7.00
15:31:14.31,	0.144,	-0.059,	0.323,	-0.450,	-0.350,	-0.810,	0.021,	-0.051,	0.336,	0.940,	7.00
15:31:14.36,	0.159,	-0.049,	0.320,	-0.440,	-0.340,	-0.750,	0.022,	-0.050,	0.341,	0.938,	7.00
15:31:14.40,	0.173,	-0.054,	0.314,	-0.420,	-0.400,	-0.690,	0.024,	-0.050,	0.345,	0.937,	7.00
15:31:14.45,	0.191,	-0.069,	0.308,	-0.420,	-0.400,	-0.630,	0.026,	-0.049,	0.351,	0.935,	7.00
15:31:14.50,	0.198,	-0.082,	0.304,	-0.440,	-0.470,	-0.580,	0.028,	-0.049,	0.356,	0.933,	7.00
15:31:14.55,	0.203,	-0.080,	0.300,	-0.440,	-0.500,	-0.520,	0.030,	-0.048,	0.361,	0.931,	7.00
15:31:14.59,	0.206,	-0.060,	0.301,	-0.430,	-0.510,	-0.410,	0.031,	-0.047,	0.367,	0.929,	7.00
15:31:14.64,	0.206,	-0.043,	0.300,	-0.410,	-0.520,	-0.310,	0.032,	-0.046,	0.371,	0.927,	7.00
15:31:14.69,	0.211,	-0.038,	0.297,	-0.380,	-0.560,	-0.190,	0.034,	-0.045,	0.376,	0.925,	7.00
15:31:14.73,	0.221,	-0.049,	0.293,	-0.350,	-0.580,	-0.090,	0.034,	-0.044,	0.378,	0.924,	7.00
15:31:14.78,	0.232,	-0.063,	0.288,	-0.350,	-0.620,	-0.010,	0.036,	-0.043,	0.382,	0.922,	7.00
15:31:14.83,	0.239,	-0.062,	0.283,	-0.340,	-0.650,	0.030,	0.037,	-0.042,	0.386,	0.921,	7.00
15:31:14.88,	0.240,	-0.056,	0.282,	-0.320,	-0.660,	0.100,	0.038,	-0.041,	0.390,	0.919,	7.00
15:31:14.93,	0.231,	-0.046,	0.286,	-0.310,	-0.660,	0.130,	0.038,	-0.040,	0.393,	0.918,	7.00
15:31:14.97,	0.223,	-0.033,	0.286,	-0.280,	-0.660,	0.160,	0.038,	-0.039,	0.398,	0.916,	7.00
15:31:15.02,	0.223,	-0.028,	0.288,	-0.260,	-0.670,	0.220,	0.038,	-0.038,	0.403,	0.914,	7.00
15:31:15.07,	0.228,	-0.026,	0.283,	-0.210,	-0.700,	0.290,	0.038,	-0.037,	0.405,	0.913,	7.00
15:31:15.11,	0.230,	-0.030,	0.281,	-0.210,	-0.700,	0.350,	0.038,	-0.036,	0.409,	0.911,	7.00
15:31:15.15,	0.230,	-0.034,	0.284,	-0.210,	-0.700,	0.370,	0.039,	-0.036,	0.411,	0.910,	7.00
15:31:15.20,	0.224,	-0.037,	0.280,	-0.200,	-0.710,	0.420,	0.039,	-0.035,	0.413,	0.909,	7.00
15:31:15.25,	0.212,	-0.031,	0.283,	-0.210,	-0.690,	0.400,	0.038,	-0.035,	0.415,	0.908,	7.00
